model_name,fold,accuracy,precision_weighted,recall_weighted,f1_weighted,roc_auc,Class_0_precision,Class_0_recall,Class_0_f1-score,Class_0_support,Class_1_precision,Class_1_recall,Class_1_f1-score,Class_1_support
RandomForestClassifier,Overall_Test,0.8723404255319149,0.7609778180172024,0.8723404255319149,0.812862669245648,0.7560975609756099,0.8723404255319149,1.0,0.9318181818181818,41.0,0.0,0.0,0.0,6.0
RandomForestClassifier,Overall_Test_Set,0.8723404255319149,0.7609778180172024,0.8723404255319149,0.812862669245648,0.7560975609756099,0.8723404255319149,1.0,0.9318181818181818,41.0,0.0,0.0,0.0,6.0
RandomForestClassifier,Overall_Test,0.8723404255319149,0.7609778180172024,0.8723404255319149,0.812862669245648,0.7560975609756099,0.8723404255319149,1.0,0.9318181818181818,41.0,0.0,0.0,0.0,6.0
RandomForestClassifier,Overall_Test_Set,0.8723404255319149,0.7609778180172024,0.8723404255319149,0.812862669245648,0.7560975609756099,0.8723404255319149,1.0,0.9318181818181818,41.0,0.0,0.0,0.0,6.0
